Gamma_x,Gamma_y,Gamma_z,mkc_gap
5.556498528198283715e-01,5.418465696397585241e-01,5.498712411003423561e-01,2.680339789601362543e-01
1.229471157766964140e+00,2.091310671696628987e+00,1.110470543424545209e+00,1.243155147474404032e-01
1.186024167482636837e+00,3.670398961178541475e-01,9.381255506214198903e-01,5.957063962831865567e-02
1.329311416939562562e+00,1.720810192242054670e+00,8.828291514683003216e-01,2.456651880829039403e-01
1.327475343517458661e+00,9.667830099818752743e-01,8.023686570030348353e-01,2.208381617337256131e-01
6.671646649475271307e-01,9.421016936302417655e-01,8.565055193737054484e-01,2.907842453454954068e-01
2.456508126782423473e-01,1.184415646189381555e+00,1.309289950363365929e+00,6.038825425212901443e-02
1.902808551352766386e+00,1.928905307283271142e+00,2.162128455998555854e+00,8.347927013187406153e-01
1.663485845480873193e+00,1.106711326620907654e+00,1.731728299921935221e+00,5.192344360899228128e-01
1.198733143298735815e+00,7.089370484878357859e-01,5.999002719856992849e-01,5.505208858739951694e-02
1.188847581410170662e+00,7.945994518749982527e-01,1.746308480267948493e+00,1.185692765086101552e-01
1.535199935271251981e+00,1.920141681417179003e+00,1.676675433113085756e+00,6.458668434835794780e-01
8.129484786367657811e-01,9.493475869587688631e-01,9.034712799398876282e-01,3.835360858089422731e-01
1.299637224758952048e+00,1.091935695822500607e+00,9.245509459397142082e-01,3.584247085016314394e-01
8.044169585737188655e-01,1.565975454816104007e+00,1.246231142621284205e+00,2.423363231894495318e-01
1.852928955761611762e+00,1.521071043727183270e+00,1.646308564047368250e+00,6.572253260064699898e-01
1.382110789155927666e+00,1.322755784628276476e+00,1.585132802930381057e+00,5.598668854269113204e-01
1.708164417933300872e+00,1.672378050772369118e+00,1.986897455358036524e+00,6.968225066738167328e-01
8.814882297619188734e-01,5.227996824968188516e-01,7.101584483012444160e-01,1.757349505180720861e-01
1.374603197319573145e+00,1.252918114716615072e+00,6.466505409097698109e-01,2.624827291534059803e-01
1.022429051095323782e+00,9.274629585843892077e-01,9.818442509662912432e-01,4.434390792276783344e-01
1.226198032210073396e+00,7.775442841233268787e-01,9.569215144183209620e-01,2.541338831657871111e-01
1.931875433290229260e+00,2.300907856023687525e+00,1.883855635200852863e+00,7.574116062336968547e-01
6.683116430385882545e-01,1.095330154463212580e+00,1.645599735935056263e+00,5.902103078337228581e-02
1.074008760323639899e+00,1.182580435174591660e+00,4.654331290241014440e-01,1.784307270865750361e-01
1.202492659486781523e+00,6.139400750993371236e-01,9.881479620883169002e-01,1.997976888504362503e-01
1.303829643637600011e+00,9.834747580151331769e-01,1.515159622683043716e+00,3.860723894848445692e-01
1.508729592925297291e+00,1.373803096218619846e+00,6.133239588567926948e-01,2.391987310750576246e-01
5.820943406036613865e-01,8.903192205136485349e-01,1.054351174118543177e+00,2.090311934993833720e-01
1.179701153068483777e+00,8.713895616156035473e-01,5.465852522680735293e-01,1.191368304075965945e-01
2.176034611849105627e+00,1.763769899894235493e+00,1.552087052593365435e+00,5.699111703192474288e-01
1.401994198969333860e+00,1.663338917696208341e+00,1.141591502692198112e+00,4.401233919826617047e-01
1.983826659607047294e+00,1.205641352284654300e+00,1.064003481339546475e+00,1.429090870085767406e-01
8.684843655220960690e-01,1.654284213686950888e+00,1.094711000862548023e+00,1.544555763488466571e-01
1.536532096763564503e+00,1.989646407492289271e+00,1.487988323988116868e+00,5.174370066296960502e-01
1.340842273820622710e+00,9.200723799594462404e-01,8.859025800865608646e-01,2.325663431126920866e-01
8.575182351853365414e-01,1.293947866500426036e+00,1.472320275310783799e+00,3.395729131874893891e-01
6.392324876796549038e-01,1.332776591804102351e+00,1.038582974180301655e+00,1.725194350279271038e-01
1.486571799931624138e+00,1.115656058111701432e+00,1.536772021465057758e+00,5.327279182891335729e-01
1.650492470548504897e+00,1.515786419997116719e+00,1.518991783118953887e+00,6.921428662837829648e-01
1.280540776282994564e+00,1.860927007078161832e+00,1.734967826244806499e+00,5.772907977248196154e-01
5.911348133236145053e-01,3.910949756861147875e-01,3.250624962534586215e-01,6.251132930797953513e-02
9.133865181681913858e-01,5.562038053413799199e-01,9.271533019761468708e-01,2.712185107667122175e-01
1.122226163894487927e+00,8.254995641114705185e-01,1.699225624880185137e+00,1.242500515628865987e-01
7.097167891048037358e-01,4.153024575546277464e-01,9.379415676090161469e-01,9.353883952520769540e-02
1.210401602762072981e+00,7.096081653688148805e-01,9.131514850599788957e-01,2.061790238333605085e-01
1.619927607399036962e+00,2.006524294647001216e+00,1.790016270050857727e+00,7.017097914014467364e-01
1.507410783648096775e+00,1.471212375440202447e+00,9.186188121936303963e-01,4.412102019928680896e-01
1.433576001945503497e+00,1.086532096661508406e+00,1.854526972856647582e+00,3.327905628751821610e-01
1.010714324439264900e+00,3.580622464044088682e-01,9.985458925567275434e-01,1.729469072609357561e-01
1.329222223584765494e+00,9.644786436838970189e-01,6.210239315217855882e-01,1.281401758104585564e-01
1.481698025289643228e+00,1.026159998968708686e+00,1.371575188137579948e+00,4.580185809083225923e-01
1.401001500659749377e+00,1.111737007494696172e+00,1.030262466305016833e+00,3.704989865699817031e-01
9.616832978202694004e-01,4.494045498619860801e-01,9.401388069383713741e-01,2.139300294900439159e-01
9.348864552676561246e-01,1.441388147017471422e+00,1.819660192626455508e+00,2.783072048293360190e-01
6.980940834303954734e-01,4.985693787779020281e-01,3.782020297401467723e-01,8.933866254382660799e-02
1.675148883554447465e+00,1.570682454447242193e+00,1.514941292502293813e+00,7.052374316975442703e-01
1.453157941731241021e+00,1.233815141838035423e+00,1.322716725590275644e+00,5.516869628485348009e-01
7.971668736386590126e-01,8.870631450757604508e-01,6.779384686215389477e-01,2.940210985922186993e-01
9.737460110371787270e-01,1.617700205674391656e+00,1.035972870287067193e+00,1.960093378249270213e-01
1.070039099876863853e+00,8.810150643529511827e-01,3.171274016691710829e-01,6.405168307262920635e-02
1.762803190670465536e+00,1.810235745697015730e+00,1.907332376927772799e+00,8.328532797198544557e-01
1.923023789306346432e+00,1.071866225045930765e+00,1.520641951383968182e+00,3.347421935617764799e-01
1.443144067208387282e+00,1.412604996999974993e+00,2.222028812432299105e+00,3.168601258880316962e-01
9.135403840450030399e-01,1.944315089810149111e+00,1.299178845231024226e+00,1.342020697329391332e-01
8.496865172545918776e-01,1.038302922271583162e+00,4.868979195346883060e-01,1.491407572588485664e-01
1.527674035917635287e+00,8.620135855261163993e-01,1.238788601012966506e+00,2.865640753107239203e-01
8.964004100426341548e-01,1.195660705484300701e+00,4.066050636388915951e-01,5.367238409861241344e-02
1.458542435553353833e+00,1.262847963549438735e+00,1.752361027830154239e+00,4.845146856363191645e-01
1.173197159137589374e+00,2.207121417625579340e+00,1.168659991043202506e+00,6.736786627760604773e-02
1.343838960610049815e+00,2.112152262691576965e+00,1.085817833863483628e+00,1.587522658909783502e-01
1.234728668629095472e+00,4.676183887250434656e-01,1.055380878965372027e+00,1.441352995306599549e-01
1.187757240218142663e+00,1.018350778064560647e+00,1.852490149586487167e+00,1.768089343481080711e-01
1.672301264211242477e+00,1.010334175794052936e+00,1.494875756712945369e+00,4.164543341478779137e-01
3.234361639548927192e-01,4.002582787370362882e-01,3.583305850047991958e-01,1.407542351113278412e-01
1.394817751170810194e+00,1.103569403599253373e+00,6.166990074533484911e-01,1.627253299408959464e-01
6.030925390510143425e-01,1.014394525421637105e+00,7.194715250826719810e-01,1.540847693560245535e-01
1.343768969235474176e+00,1.384958688910594038e+00,1.161003107546557223e+00,5.599066939357189021e-01
1.569027219383761773e+00,1.491095396838032716e+00,1.736908600302129901e+00,6.616070079598324050e-01
1.881210812206253413e+00,1.023166787302606018e+00,1.007520701997261625e+00,7.473833854680722588e-02
1.616363058648185635e+00,1.954911040541907896e+00,1.433682846241760345e+00,5.475674321740189310e-01
1.630303258327410187e+00,8.834647509888056138e-01,1.050324390387704643e+00,1.517429415245501456e-01
1.281065372126085400e+00,2.015212792884907067e+00,9.701872978422283467e-01,1.180199385417033398e-01
8.844551190954583753e-01,7.143457220148129450e-01,3.202498183693869294e-01,7.507021064437080504e-02
6.198209120533426653e-01,1.077980936002952639e+00,9.509673676936036824e-01,2.464036718719968544e-01
9.691832801277895371e-01,1.658017331701221897e+00,1.514300274876077212e+00,4.127331116513224263e-01
1.553042880387045965e+00,1.022428065927058372e+00,8.693238096518705049e-01,1.693544975959415666e-01
7.781535680675185640e-01,1.367739633359039919e+00,1.209245787673160155e+00,3.098298611908194555e-01
2.101597685067195354e+00,1.732083109349309868e+00,1.967731445323372963e+00,7.991084348027439610e-01
5.366249738630196608e-01,7.149567709075823618e-01,4.103273114116866016e-01,1.159977571835618670e-01
1.311819423201881607e+00,1.610311741539844910e+00,1.009587669714747005e+00,3.555476756883917400e-01
9.225388653629632563e-01,1.076414699945416054e+00,5.212920646163801131e-01,1.837081150169637134e-01
7.049531707519323120e-01,1.348955170750991250e+00,1.199519460756833800e+00,2.777587303788875417e-01
9.054101540386206848e-01,1.173376618844608199e+00,4.147423895834770335e-01,7.338796238874478739e-02
1.517321447025331560e+00,8.664357351243401340e-01,8.487975430585383840e-01,9.895591557877336797e-02
1.725890974845762371e-01,7.383265017031954702e-01,7.442590376704698585e-01,8.332828075865095219e-02
6.670483142482701577e-01,6.953945497116356123e-01,1.246528658908782061e+00,5.795710252556185438e-02
1.353490938889291950e+00,4.688846198608996874e-01,9.895782562201145272e-01,5.248596859586118768e-02
6.185005073399838516e-01,1.219775136289447115e+00,1.141997030904752464e+00,2.703612009776446001e-01
7.829553445654966470e-01,1.595524584229121912e+00,1.351275614286497895e+00,2.693531873114363151e-01
1.277858147530877453e+00,1.030488368737807470e+00,1.484204344277801013e+00,4.120710859954419547e-01
1.128148292732181535e+00,1.623552976668403147e+00,1.090991104757065955e+00,2.977932104104221711e-01
3.674816388188829608e-01,1.753942267881842265e-01,3.213225240751163558e-01,6.461755602220875527e-02
1.486241869106594393e+00,7.366535133541621816e-01,1.066272721182291550e+00,1.583421827149296135e-01
1.426845527592715213e+00,1.204476712333603761e+00,2.119601068063454274e+00,2.558605859314320163e-01
1.566260613447290728e+00,1.330830604543227214e+00,2.099393290688377878e+00,3.988489636510696990e-01
1.245065364948106712e+00,7.989778670206950650e-01,7.052134262113962659e-01,1.295629641419924205e-01
1.092181508521128830e+00,1.228204082868655345e+00,1.540312210760202749e+00,3.900366903147907127e-01
1.018260998444326493e+00,8.122797914219821447e-01,6.628221118211928831e-01,2.284204523994242120e-01
1.451976477695104961e+00,1.320778129539783574e+00,6.417459401080786163e-01,2.552737959763786701e-01
9.973819837743517214e-01,1.343295272892178760e+00,7.166208438911737533e-01,1.853537773866733573e-01
1.133089867094247527e+00,9.473041059353002336e-01,1.089275286985754931e+00,4.517447629134037079e-01
1.594813927737687820e+00,8.729416500809165091e-01,1.068114664163154703e+00,1.731211932531917519e-01
7.551511488997995070e-01,1.896875052199159306e+00,1.232707399748675270e+00,4.549174822465795742e-02
1.422513544333697588e+00,1.412041972062035855e+00,1.078207252153772888e+00,5.338678399410554665e-01
6.985975896045566458e-01,5.158484058414338769e-01,8.251378736414805015e-01,1.946540609022548995e-01
6.368222331973438788e-01,7.868993142413944764e-01,1.244797687057134450e+00,8.946193019080195263e-02
1.155586349890507236e+00,9.642006592069931603e-01,8.058160217754476440e-01,3.072151655459667285e-01
1.746959336834848830e+00,1.136255858487621895e+00,9.061867223284845174e-01,1.477416219906289019e-01
3.274963985128306332e-01,6.361855557536901795e-01,5.435286600662688761e-01,1.174197514127046649e-01
8.552703656000076871e-01,1.122944338527708696e+00,1.582438470905654926e+00,1.978881166110306733e-01
1.834682007698176243e+00,1.062990302979405666e+00,1.241245687686323818e+00,2.347769914837765093e-01
1.391818004418088339e+00,2.035870389505687772e+00,1.049801403776082109e+00,2.028745093442414493e-01
7.620196408990600467e-01,6.459474452802260735e-01,7.852052474418429462e-01,3.113809193687215870e-01
1.454448191213332020e+00,1.815269902648547262e+00,1.906108701868933109e+00,6.818046959964731979e-01
1.455418365401337510e+00,1.104027205105120757e+00,1.392366741996681423e+00,5.204877908502323347e-01
1.211488909720504381e+00,1.570875597429463699e+00,7.916643311663349447e-01,2.161388217286877023e-01
2.195763291274130502e+00,1.219833007220198162e+00,1.209445234964086735e+00,1.167574754550773086e-01
5.222330051178998289e-01,9.398491753766955448e-01,8.765839975517816240e-01,2.294839136464930096e-01
1.313775480048224420e+00,6.628426911858618098e-01,1.055032359729335623e+00,2.020497854334863952e-01
8.584196396088412673e-01,1.601992141029909611e+00,1.615433826797188388e+00,4.224889769207811341e-01
1.709738288283618068e+00,1.475913755384239190e+00,1.883777386028453016e+00,6.509373288197020102e-01
1.107494764922909436e+00,1.051224817239407638e+00,4.197727820369466789e-01,1.817514171767224962e-01
1.893211592445229741e+00,1.633237993914634645e+00,2.116564136969825149e+00,7.049427246950195070e-01
1.500559791196817372e+00,1.624928004150745231e+00,1.769976037790300882e+00,6.777558787786310823e-01
4.940314993848680114e-01,1.195199891604876052e+00,1.253966151627559533e+00,2.176326196810922653e-01
1.627989367362869588e+00,1.540692094183696792e+00,8.858515108134082938e-01,3.992771188171178043e-01
1.977618947200434185e+00,2.071103516672928802e+00,1.900377065784504271e+00,9.034462481560043834e-01
2.275173518760655433e+00,1.577647505199960776e+00,1.667081717223143800e+00,4.847778518312244600e-01
8.754018478017764338e-01,6.520535206378914594e-01,7.329903905087229443e-01,2.548210316724190960e-01
1.620337929591034287e+00,7.570417152661803595e-01,1.391072884296009615e+00,2.638883349855778437e-01
8.413111395429461181e-01,1.157442288629611626e+00,1.780022893690360597e+00,1.093652672410985183e-01
1.354827503985047699e+00,9.528812035022627969e-01,1.487750692422448617e+00,4.099790075324307725e-01
7.383967810232693330e-01,9.694786630145869610e-01,5.280876597154431362e-01,1.485028888620626430e-01
1.130343484137093180e+00,2.201817563936865341e+00,1.194894556563536714e+00,6.171023838188194333e-02
1.447266692057981974e+00,1.817749259508528503e+00,1.100845759624029974e+00,3.651815960867415001e-01
1.745559297626552153e+00,1.692622479591647355e+00,2.284759439216282217e+00,5.767111690009585345e-01
1.881950992619398244e+00,1.591771086027674365e+00,1.331703669271595780e+00,5.207618813399357283e-01
9.391465525818469828e-01,9.600395708469853240e-01,8.710563238431763278e-01,4.250816527890188823e-01
1.585324031567377334e+00,6.352439449215199208e-01,1.078883292835001839e+00,6.440160309457221288e-02
1.752416483277516202e+00,1.559804050039701906e+00,1.355515520749234648e+00,5.814515437557099542e-01
8.087989167001226054e-01,1.240132411826136982e+00,1.285242311052191555e+00,3.818445087370341273e-01
1.637814987843652759e+00,1.406915139589508090e+00,1.083738269315711600e+00,4.264192105307835767e-01
1.760993383006232982e+00,1.068118838358208755e+00,7.913619084665207692e-01,4.924368190924832689e-02
1.071944900434057324e+00,1.281193496616393812e+00,1.173329323056820694e+00,4.820403634372421031e-01
8.944861525398077884e-01,7.640322974353155328e-01,1.404271486024494475e+00,1.271234819753144230e-01
1.041377027856074555e+00,1.320695038848075376e+00,1.639162652334832604e+00,3.614547071846589965e-01
1.441130571732077481e+00,2.040857549350191036e+00,1.604335460201636643e+00,5.023042412917613220e-01
9.361564278367504599e-01,6.453947487862570220e-01,1.061048667918656152e+00,2.602512543521757760e-01
6.284682563774821595e-01,5.639847411877474403e-01,7.792725830268300014e-01,2.065902072691997438e-01
1.005368282754806497e+00,1.364811245941530249e+00,1.484944946253763387e+00,4.426172912212866795e-01
8.545871543298251272e-01,1.266589465678821469e+00,1.025362807981968105e+00,3.066802483164856596e-01
1.284574803906585405e+00,1.228585922532819952e+00,1.453074835163179035e+00,5.300429456381132720e-01
2.203015945715637969e+00,2.059408963630672496e+00,1.947452646774856966e+00,9.019228323449457463e-01
2.288153244437451050e+00,1.818379552236993657e+00,1.849538664076859185e+00,6.898824859382011176e-01
9.797931437525472242e-01,1.583830982280574062e+00,9.961750283186279198e-01,1.960685948953004853e-01
1.209073108070913616e+00,1.010339533856734029e+00,1.511119901538178212e+00,3.541463701947347165e-01
1.641310175005602723e+00,2.391448828639412660e+00,1.633670318171930536e+00,4.417658322690600770e-01
1.424601016302865064e+00,1.191128262873552224e+00,9.547286126631268077e-01,3.606279296169068171e-01
1.319227379510849563e+00,1.148926293074736149e+00,8.529061985627834908e-01,3.413025560633349276e-01
1.783655172278887147e+00,1.593277546148798907e+00,2.016644233613811288e+00,6.801442424069374937e-01
1.113639768272118857e+00,1.903379689879597603e+00,1.523900059216874325e+00,3.670800688046980120e-01
1.089422138238004933e+00,1.871612654809134080e+00,1.055182738019158295e+00,1.364961107240143523e-01
1.804109010611732344e+00,2.101654482391710932e+00,1.682843582677447714e+00,6.926490554487343410e-01
1.441459504362410549e+00,1.827127665725590600e+00,1.317038053107950191e+00,4.656849458723848478e-01
2.018789208492744791e+00,1.828242885143615659e+00,1.474423907252772725e+00,6.419387919518220187e-01
1.928492934641347523e+00,1.834495244212031029e+00,1.789514353469273455e+00,8.477583315199785918e-01
2.115940332887923103e-01,4.004642598462928027e-01,3.561228274364622859e-01,8.362630043948088288e-02
1.717662533435682537e+00,1.136532494266954796e+00,1.739331042921996806e+00,5.574319923903201524e-01
5.848512093780099397e-01,1.316328828239022863e+00,1.491664972044266513e+00,2.047575327863830896e-01
2.181523532497068096e+00,1.673719384995564496e+00,1.530864214191662853e+00,5.115300333450796266e-01
1.434453862728645168e+00,1.618069177746624510e+00,1.145555361726080967e+00,4.809700233540505909e-01
1.307526673491098634e+00,1.450404484813464290e+00,9.236351041559520691e-01,3.903786464167930959e-01
2.087761379848484644e+00,1.283038223558131241e+00,1.077349464897020770e+00,1.363131543033340165e-01
1.014265541709925778e+00,2.266160884222728211e-01,1.106365933582369232e+00,6.725784827491465556e-02
1.578813459897901561e+00,1.384183385395673760e+00,5.644987593671821902e-01,1.849343424324769725e-01
1.122556586249630950e+00,6.546874712314936229e-01,6.708537632733665435e-01,1.014923241276146637e-01
1.488623861257081238e+00,5.595914102758088315e-01,1.419648822108642294e+00,2.453081855636849440e-01
1.536997182213103441e+00,1.952785358129592419e+00,1.755614395932046712e+00,6.699131100077788670e-01
1.801217838999939147e+00,1.881008996685499035e+00,1.725078518019373730e+00,8.226436801669070320e-01
3.476578102316209007e-01,1.205654251776050678e+00,1.266477707443503409e+00,1.434171772820840296e-01
8.903003956349893055e-01,1.291599570710829870e+00,7.310232306296498006e-01,1.648620277769046183e-01
8.722869519438423147e-01,1.367267487386203406e+00,1.769573243712438515e+00,2.349905978088036029e-01
1.559209909462167865e+00,1.077621137130842843e+00,8.324627061276543838e-01,1.754369668981645702e-01
1.495873825285941816e+00,1.554362438207242292e+00,1.892083651097824504e+00,5.790763061976798021e-01
1.499806075767740721e+00,1.887767662153387427e+00,1.722790791581849890e+00,6.674146025981015917e-01
7.496609526212401065e-01,1.834879982101704776e-01,6.519269683469504084e-01,4.287700696794038979e-02
1.094649791628144797e+00,9.918039643538965056e-01,6.759783575675162304e-01,2.865662651466338584e-01
1.363971656345317252e+00,6.266491922706414197e-01,9.949156660589215662e-01,1.287966009921228672e-01
1.955179636367833318e+00,1.099453940342559832e+00,1.441323053345116234e+00,2.927986786599214852e-01
7.908005627594876241e-01,1.037881622768993317e+00,6.121610471952873000e-01,1.825399935928908590e-01
1.033291087499200511e+00,1.334354483408531244e+00,1.569098235791834384e+00,3.992736675579486860e-01
1.256278872890840947e+00,1.127597755046455763e+00,4.705391736886914700e-01,1.709290279221531428e-01
2.063976277726543351e+00,1.111126293048811942e+00,1.402968208597162203e+00,2.250591119597151746e-01
8.391547751912982189e-01,1.087672974411501459e+00,7.668651177004306430e-01,2.591734592401138126e-01
5.005570919490336390e-01,1.467503811316537954e+00,1.322817102102387121e+00,1.779351913674414032e-01
2.022676601627537707e+00,1.272183437785432858e+00,1.008785402973976897e+00,1.291461195659362460e-01
1.543292338003175779e+00,1.843848341339012542e+00,1.071119779376694670e+00,3.852818880204287311e-01
1.626478433701433746e+00,1.193774501020230305e+00,1.874681230640895979e+00,4.727858520403840359e-01
4.708833820190974628e-01,5.586656594101132578e-01,3.299874040801618058e-01,1.211025633445730332e-01
1.509503102184162504e+00,1.126481784257347352e+00,1.468214575019931356e+00,5.425966285465579908e-01
1.793787065878319931e+00,1.061576145416919248e+00,1.436900701834811223e+00,3.523448906867050479e-01
1.809503029411654751e+00,1.557384098071961098e+00,1.730488150721920526e+00,7.391846096911134367e-01
1.372395229111189607e+00,5.474118837689292416e-01,1.465461197612941913e+00,2.271729576335883571e-01
1.508560269857516456e+00,9.417399760756118843e-01,1.018622293493032238e+00,2.259009998555638887e-01
1.009994518713380307e+00,4.611744994669567110e-01,1.160590856586636299e+00,1.552890807968503317e-01
2.217801100754294374e+00,1.670397968501970309e+00,1.729692730712734106e+00,5.911447992302050203e-01
1.769388677344335026e+00,1.549691486125903239e+00,1.700529987582025004e+00,7.404163981817966089e-01
1.784683302753108602e+00,1.059389775353366314e+00,1.346349213689064905e+00,3.105278431446611975e-01
1.834299237782368142e+00,1.419705646194671544e+00,1.876770534661190482e+00,6.886171746579243802e-01
1.214482672686847176e+00,1.102516041355026566e+00,9.478353488762287782e-01,4.179343587722039732e-01
1.518356197346824921e+00,1.552756090824538804e+00,2.068692818172629622e+00,5.012097349993669404e-01
8.791619446629318491e-01,1.387850494500137755e+00,7.045748851017549219e-01,9.794316763227461919e-02
1.046717100295697644e+00,1.748422688701715355e+00,1.240335949791894432e+00,2.693151806929381387e-01
1.900585141341077033e+00,1.089893355725993773e+00,1.215797185367590183e+00,2.025526998762532394e-01
6.069644418167007283e-01,1.361541947640567685e+00,1.493386247274594680e+00,2.375600710913368108e-01
1.099525604823015978e+00,1.694360849483516507e+00,8.093176348812290977e-01,1.072411951103642291e-01
4.063628292294368949e-01,4.888401581405805718e-01,4.717370411011240217e-01,1.946298560949901724e-01
6.263705552942716581e-01,1.385089662120815968e+00,9.533270001943731087e-01,9.730394668391451063e-02
1.048247455121192218e+00,3.533863265570775791e-01,1.196089761054192735e+00,1.027720103120386419e-01
1.573570159557041492e+00,9.061079129459188586e-01,1.203037229569507538e+00,2.677874914791924521e-01
1.658886706505908082e+00,6.440371482159249483e-01,1.362000203841854384e+00,1.735753227759355699e-01
1.511273697526718252e+00,1.137668057947969658e+00,1.426835231347081567e+00,5.266147958841664867e-01
9.865493193182788279e-01,1.327467686420465753e+00,1.663978060564932804e+00,3.250194725869057777e-01
1.378096657761632704e+00,1.026703874144190065e+00,1.674437679115811317e+00,3.651814263950057260e-01
1.556183391813865891e+00,1.621206358952903326e+00,1.489786195385979450e+00,7.123816141234713406e-01
1.113681415681020193e+00,1.268413009775034794e+00,7.605425398284060279e-01,3.029054728671956020e-01
7.854489350858848695e-01,1.222003885505106302e+00,1.610313624686276590e+00,1.985695979523574017e-01
1.484165701968351403e+00,1.804013299917841540e+00,1.625192959446001284e+00,6.526726807482554626e-01
1.422417861845629794e+00,6.296458339801310755e-01,1.107925892824666692e+00,1.575769324795839310e-01
3.744239126797179740e-01,1.119361035360897150e+00,1.399638283455381327e+00,4.707333229261689844e-02
1.754684695972982267e+00,1.285361992273624576e+00,1.290027936714434276e+00,4.103526165075381815e-01
1.013161559385710397e+00,1.752380518122267805e+00,1.307694156429334953e+00,2.842375988463889946e-01
3.935194776608053058e-01,2.175725557316856573e-01,4.249932065807967563e-01,9.304941340584715892e-02
1.815972360147222631e+00,1.506754371856837693e+00,1.848149920243585598e+00,7.372884058802373630e-01
1.510738338824348936e+00,1.161600831647816801e+00,1.827513870436553889e+00,4.224126500178060351e-01
1.244414190208243731e+00,9.512024243993331130e-01,1.664947566094464371e+00,2.653345242565561257e-01
5.982029734741175497e-01,1.324492762770199228e+00,9.851144150900967844e-01,1.294123128970074976e-01
8.186881533100645036e-01,5.315526648103185980e-01,7.961546841324202983e-01,2.545095978163371964e-01
1.048483148726302661e+00,6.040007125061346294e-01,6.667951266543545863e-01,1.111563452170931665e-01
8.336600833347534989e-01,1.668790192610615009e+00,9.477352613345868537e-01,5.630257602936250549e-02
6.668664718955117365e-01,1.549276852193052223e-01,6.948515858930638389e-01,6.347128561087655996e-02
1.199206937588744193e+00,1.690201212778846163e+00,1.702353090535657199e+00,5.935275299159665785e-01
1.301476209608475987e+00,4.712376662597004273e-01,1.074941098352887092e+00,1.223512775020556553e-01
1.835565669281538526e+00,1.543558117485314352e+00,1.463012963317084303e+00,5.855027057604300644e-01
1.294125810757322803e+00,1.671595536643961655e+00,5.983213814732080138e-01,1.104258277932845811e-01
8.478749339026452336e-01,1.095081684413889977e+00,4.247487343304433560e-01,8.877099190959936159e-02
2.350335724933298731e-01,1.146334405720990990e+00,1.195147775337237261e+00,9.311010143854181464e-02
1.044627747527536954e+00,1.165875827630641126e+00,1.529660040354185124e+00,3.404217674019964779e-01
9.944421485844513464e-01,4.117572431023501234e-01,1.277496994522850926e+00,6.435119858197513310e-02
1.398684773125439929e+00,1.257247142482086133e+00,7.796493960336614570e-01,3.191058826951538308e-01
1.005330878314342646e+00,1.306777500546744575e+00,5.075102270216504952e-01,1.030318023946243944e-01
1.072250045258095197e+00,1.722789053851038199e+00,1.026046290493963564e+00,1.877536409505102810e-01
1.177493607433703460e+00,1.473715934183062792e+00,1.229710680493343089e+00,4.667441768719919892e-01
2.104223298289497279e+00,1.766941089477040094e+00,1.583683509435907411e+00,6.232006503117251128e-01
6.076658554219864783e-01,8.983975241573123327e-01,5.802117627579366221e-01,1.447400470113053839e-01
5.569462576721935232e-01,9.548474697997682004e-01,1.072776705510431139e+00,2.195085109807652923e-01
1.892552557355309251e+00,1.154103153939310289e+00,1.310275136292053944e+00,2.859128664380272689e-01
7.416311683122286391e-01,5.398983054730610576e-01,5.730916500032985361e-01,1.856793935820654218e-01
1.388628043073592444e+00,5.458105777386162982e-01,1.183681021807710732e+00,1.704317782363673484e-01
6.048682913229005420e-01,8.166013077403351250e-01,1.178797269127822123e+00,1.213361649677067167e-01
1.614245405981520998e+00,8.506826520715593531e-01,9.280196701778617996e-01,8.222845813394985548e-02
6.806476595698196519e-01,1.046006358989320040e+00,8.567219978120804713e-01,2.456816491962900972e-01
9.991668342828781135e-01,1.336846723444910623e+00,9.184625867101869900e-01,2.903913487740772403e-01
1.366226990869435332e+00,2.133995382524730644e+00,1.260114978563361188e+00,2.461732934540332707e-01
2.336677400801506543e+00,1.791611055080243986e+00,1.803070667711774711e+00,6.290021609952560766e-01
1.153093341641882930e+00,4.363173030118605578e-01,9.449680561050229910e-01,1.140960087375002541e-01
1.643407644962183500e+00,1.331745043036852039e+00,1.832165199190888938e+00,5.714937444040733006e-01
1.072486677418030832e+00,1.055185010007018143e+00,1.612049282241151182e+00,2.578112025919487849e-01
9.778395546400260319e-01,1.133955952433201020e+00,9.115145804451509903e-01,3.776990913259878901e-01
8.898258420706435246e-01,1.606183512236027067e+00,1.132775978543644868e+00,2.082091541891306630e-01
1.502927532446011849e+00,1.641152074731903499e+00,1.111354994852268074e+00,4.865652262831881014e-01
1.089876416040540086e+00,5.683133290932153026e-01,1.414196626894548503e+00,1.219965591196034982e-01
1.188603494917862546e+00,1.571873590075467675e+00,7.160082475454306872e-01,1.663690761939129459e-01
7.583800508421028042e-01,1.282799857702163759e+00,1.097259688839782310e+00,2.864199409898606774e-01
2.142250789496126018e+00,1.263134961029491965e+00,1.254195264022722522e+00,1.875397177780442348e-01
1.089255381809502099e+00,1.421955350777229787e+00,1.817681653112531937e+00,3.467645397371001970e-01
1.344677313574557331e+00,1.102355784280040663e+00,1.380109568843636225e+00,5.334617645054808843e-01
7.906640280544006139e-01,2.488188694202509987e-01,7.562495309703775037e-01,1.072021861681138333e-01
1.739739435984070548e+00,1.064683483791835972e+00,1.300458028623253659e+00,3.127010382155097634e-01
1.630766707595909804e+00,1.767446268247475416e+00,1.792362557703540471e+00,8.029252090699223743e-01
